;;Detalle de líneas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Fecha generación: 28 de mayo de 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INFORMACIÓN BÁSICA;;;;;;;;INFORMACIÓN TÉCNICA;;;;;;INFORMACIÓN POR TRAMOS;;;;;;;;;;;;UBICACIÓN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nombre;Operador;Estado;Fecha de puesta en operación FPO;Tipo uso/conexión;Subestaciones relacionadas;Tipo de línea;¿Hace parte de un acuerdo de conexión compartida?;Voltaje nominal [kV];Voltaje máximo [kV];Corriente nominal [A];Límite de emergencia [A];Límite térmico [A];Longitud total [km];Tipo de línea/tramo;Longitud [km]; Resistencia (R1) [Ω/km];Reactancia (X1) [Ω/km];Susceptancia (B1) [uS/km];Resistencia (R0) [Ω/km];Reactancia cero (X0) [Ω/km];Susceptancia cero (B0) [uS/km];¿Comparte estructura con otros circuitos?;Circuitos con los que comparte estructura;Resistencia mutua (r0m) [Ω/km];Reactancia mutua (x0m) [Ω/km];Departamento;Municipio;Subárea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOAVITA - EL HUCHE 2 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;26/11/2019;Uso STR ;BOAVITA - EL HUCHE;Aérea;No;115;115;600;720;720;43;Aérea;43;0,0914;0,4799;3,4614;0,3891;1,5127;1,748;No;-;-;-;BOYACÁ;BOAVITA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DUITAMA (HIGUERAS) - SOCHAGOTA 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;18/02/2017;Uso STR ;SOCHAGOTA - DUITAMA (HIGUERAS);Aérea;No;115;115;522;522;522;17,93;Aérea;17,93;0,1747;0,4841;3,431;0,479;1,5348;1,879;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EL HUCHE - SAN ANTONIO (BOYACA) 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;26/02/2018;Uso STR ;SAN ANTONIO (BOYACA) - EL HUCHE;Aérea;No;115;115;493;493;493;32;Aérea;32;0,1952;0,4958;3,32;0,5845;1,3722;2,1206;No;-;-;-;BOYACÁ;CORRALES;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EL HUCHE - SAN ANTONIO (BOYACA) 2 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;26/11/2019;Uso STR ;SAN ANTONIO (BOYACA) - EL HUCHE;Aérea;No;115;115;600;720;720;36;Aérea;36;0,0851;0,4445;3,4418;0,3806;1,4794;1,8123;No;-;-;-;BOYACÁ;CORRALES;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MORRO - YOPAL 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;14/11/2017; Carga;YOPAL - MORRO;Aérea;Si;115;115;400;480;440;16,1;Aérea;16,1;0,1666;0,4909;1,8269;0,323;1,3554;0,6981;Si;AGUAZUL - YOPAL 1 115 kV;-;-;CASANARE;YOPAL;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MORRO - YOPAL 2 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;14/11/2017; Carga;YOPAL - MORRO;Aérea;Si;115;115;400;480;440;16,1;Aérea;16,1;0,1666;0,4909;1,8269;0,323;1,3554;0,6981;Si;AGUAZUL - YOPAL 1 115 kV;-;-;CASANARE;YOPAL;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUISCAS - PAIPA 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;22/12/2019;Uso STR ;PAIPA - MUISCAS;Aérea;No;115;115;400;480;685;30,89;Aérea;30,89;0,487;0,487;3,395;0,33;1,483;1,924;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUISCAS - TUNJA (DONATO) 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;22/12/2019;Uso STR ;TUNJA (DONATO) - MUISCAS;Aérea;No;115;115;400;480;515;3,29;Aérea;3,29;0,175;0,484;3,438;0,413;1,523;1,835;No;-;-;-;BOYACÁ;TUNJA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUISCAS - TUNJA (DONATO) 2 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;22/12/2019;Uso STR ;TUNJA (DONATO) - MUISCAS;Aérea;No;115;115;400;480;515;3,49;Aérea;3,49;0,115;0,466;3,581;0,435;1,512;1,844;No;-;-;-;BOYACÁ;TUNJA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAIPA - SOCHAGOTA 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;18/02/2017;Uso STR ;PAIPA - SOCHAGOTA;Aérea;No;115;115;522;522;522;5,58;Aérea;5,58;0,1747;0,4841;3,431;0,479;1,5348;1,879;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAIPA - SOCHAGOTA 2 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;18/02/2017;Uso STR ;PAIPA - SOCHAGOTA;Aérea;No;115;115;600;720;760;7,12;Aérea;7,12;0,0935;0,47;3,5801;0,3984;1,5207;1,9227;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARGOS SOGAMOSO - SAN ANTONIO (BOYACA) 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;02/10/2018; Generación;ARGOS SOGAMOSO - SAN ANTONIO (BOYACA);Aérea;Si;115;115;529;529;528;3,6;Aérea;3,6;0,284;0,677;3,299;0,564;2,234;1,874;No;-;-;-;BOYACÁ;SOGAMOSO;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN ANTONIO (BOYACA) - SOCHAGOTA 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;18/02/2017;Uso STR ;SOCHAGOTA - SAN ANTONIO (BOYACA);Aérea;No;115;115;600;600;600;28,77;Aérea;28,77;0,0935;0,47;3,5801;0,3984;1,5207;1,9227;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN ANTONIO (BOYACA) - YOPAL 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;01/01/2001;Uso STR ;SAN ANTONIO (BOYACA) - YOPAL;Aérea;No;115;115;720;800;720;86;Aérea;86;0,1063;0,4667;3,5715;0,4112;1,5174;1,9202;No;-;-;-;BOYACÁ;CORRALES;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN ANTONIO (BOYACA) - SUAMOX 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;30/08/2019;Uso STR ;SAN ANTONIO (BOYACA) - SUAMOX;Aérea;No;115;115;522;522;522;0,85;Aérea;0,85;0,1747;0,4841;3,4312;0,4796;1,5348;1,8789;No;-;-;-;BOYACÁ;CORRALES;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JENESANO - MUISCAS 1 115 KV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;28/12/2020;Uso STR ;MUISCAS - JENESANO;Aérea;No;115;123;563;563;563;29,71;Aérea;29,71;0,0919;0,3749;5,179;0,3941;1,3854;2,0628;No;-;-;-;BOYACÁ;TUNJA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUATIGUARA - SOCHAGOTA 2 230 kV;ISA INTERCOLOMBIA S.A. E.S.P.;Operación;02/06/1999;Uso STN ;SOCHAGOTA - GUATIGUARA;Aérea;No;230;245;1.001;1.301,3;1.001;155,26;Aérea;155,26;0,0501;0,4739;3,4402;0,2965;1,1675;2,0152;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHIVOR - SOCHAGOTA 1 230 kV;ISA INTERCOLOMBIA S.A. E.S.P.;Operación;01/01/1989;Uso STN ;CHIVOR - SOCHAGOTA;Aérea;No;230;245;960;1.327;1.021;116,03;Aérea;116,03;0,0496;0,4848;3,4207;0,2899;1,1766;2,204;Si;CHIVOR - SOCHAGOTA 2 230 kV;0,2391;0,6034;BOYACÁ;SANTA MARÍA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHIVOR - SOCHAGOTA 2 230 kV;ISA INTERCOLOMBIA S.A. E.S.P.;Operación;13/12/1999;Uso STN ;CHIVOR - SOCHAGOTA;Aérea;No;230;245;960;1.327;1.021;116,03;Aérea;116,03;0,0496;0,4848;3,4207;0,2899;1,1766;2,204;Si;CHIVOR - SOCHAGOTA 1 230 kV;0,2391;0,6034;BOYACÁ;SANTA MARÍA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUATIGUARA - SOCHAGOTA 1 230 kV;ISA INTERCOLOMBIA S.A. E.S.P.;Operación;24/05/1999;Uso STN ;SOCHAGOTA - GUATIGUARA;Aérea;No;230;245;830;1.079;830;142,2;Aérea;142,2;0,0684;0,5133;3,2286;0,409;1,3289;2,1862;Si;BUCARAMANGA - GUATIGUARA 1 230 kV;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERMOYOPAL - YOPAL 2 115 kV;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;Operación;18/04/2007; A un STR;TERMOYOPAL - YOPAL;Aérea;Si;115;123;1.200;1.200;1.200;13,65;Aérea;13,65;0,1007;0,4668;3,5639;0,4031;1,3423;2,0643;Si;TERMOYOPAL - YOPAL 1 115 kV;0,3003;0,7821;CASANARE;YOPAL;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERMOYOPAL - YOPAL 1 115 kV;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;Operación;29/07/2004; A un STR;TERMOYOPAL - YOPAL;Aérea;Si;115;123;1.200;1.200;1.200;13,66;Aérea;13,66;0,1007;0,4668;3,5639;0,4031;1,3423;2,0643;Si;TERMOYOPAL - YOPAL 2 115 kV;0,3001;0,7816;CASANARE;YOPAL;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN ANTONIO - SOCHAGOTA 1 230 kV;ISA INTERCOLOMBIA S.A. E.S.P.;Operación;16/09/2019;Uso STN ;SOCHAGOTA - SAN ANTONIO;Aérea;No;230;245;1.000;1.000;1.000;30,6;Aérea;30,6;0,053;0,3656;4,581;0,4087;1,1787;2,8409;Si;SAN ANTONIO - SOCHAGOTA 2 230 kV;0,3567;0,7114;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN ANTONIO - SOCHAGOTA 2 230 kV;ISA INTERCOLOMBIA S.A. E.S.P.;Operación;16/09/2019;Uso STN ;SOCHAGOTA - SAN ANTONIO;Aérea;No;230;245;1.000;1.000;1.000;30,6;Aérea;30,6;0,053;0,3656;4,581;0,4087;1,1787;2,8409;Si;SAN ANTONIO - SOCHAGOTA 1 230 kV;0,3567;0,7114;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAIPA - TDIACO (BOYACA) 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;31/12/1985;Uso STR ;PAIPA - ;Aérea;No;115;115;400;480;522;7,98;Aérea;7,98;0,1746;0,484;3,4;0,4763;1,505;1,849;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOLCIM - SUAMOX 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;30/08/2019;Uso STR ;SUAMOX - HOLCIM;Aérea;No;115;145;522;522;522;2,68;Aérea;2,68;0,1746;0,4841;3,423;0,4763;1,1506;1,849;No;-;-;-;BOYACÁ;NOBSA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN ANTONIO (BOYACA) - SIDENAL 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;31/12/1989;Uso STR ;SAN ANTONIO (BOYACA) - SIDENAL;Aérea;No;115;145;516;516;516;1,94;Aérea;1,94;0,1901;0,474;3,302;0,4862;1,4948;1,816;No;-;-;-;BOYACÁ;CORRALES;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LA RAMADA - SIDENAL 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;31/12/1989;Uso STR ;SIDENAL - LA RAMADA;Aérea;No;115;145;516;516;516;1,37;Aérea;1,37;0,1901;0,474;3,302;0,4862;1,4948;1,816;No;-;-;-;BOYACÁ;SOGAMOSO;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN ANTONIO (BOYACA) - TOQUILLA 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;30/12/2021;Uso STR ;SAN ANTONIO (BOYACA) - TOQUILLA;Aérea;No;115;145;720;800;720;29,5;Aérea;29,5;0,1063;0,4667;3,5715;0,4112;1,5174;1,9202;Si;SAN ANTONIO (BOYACA) - YOPAL 1 115 kV;0,4112;1,5174;BOYACÁ;CORRALES;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOQUILLA - YOPAL 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;30/12/2021;Uso STR ;TOQUILLA - YOPAL;Aérea;No;115;145;720;800;720;56,6;Aérea;56,6;0,1063;0,4667;3,5715;0,4112;1,5174;1,9202;Si;SAN ANTONIO (BOYACA) - YOPAL 1 115 kV;0,4797;1,5348;BOYACÁ;AQUITANIA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUATEQUE - JENESANO 1 115 KV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;28/12/2020;Uso STR ;GUATEQUE - JENESANO;Aérea;No;115;123;563;563;563;44,23;Aérea;44,23;0,1166;0,4862;3,497;0,424;1,4635;1,9619;No;-;-;-;BOYACÁ;GUATEQUE;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LA YOPALOSA - PAZ DE ARIPORO 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;12/05/2022;Uso STR ;LA YOPALOSA - PAZ DE ARIPORO;Aérea;No;115;126,5;100;120;530;54,5;Aérea;54,5;0,1736;0,4919;3,3549;0,6043;1,3775;1,8511;No;-;-;-;CASANARE;NUNCHÍA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LA YOPALOSA - SAN LUIS DE PALENQUE 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;08/11/2022;Uso STR ;LA YOPALOSA - SAN LUIS DE PALENQUE;Aérea;No;115;126,5;106;180;453;69,8;Aérea;69,8;0,2168;0,52;3,1667;0,5713;1,4301;1,7342;No;-;-;-;CASANARE;NUNCHÍA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TDIACO - TUNJA (DONATO) 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;01/01/2001;Uso STR ;TUNJA (DONATO) - ;Aérea;No;115;115;400;480;522;22,69;Aérea;22,69;0,203;0,497;3,3;0,479;1,571;1,8;No;-;-;-;BOYACÁ;TUNJA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BARBOSA (SANTANDER) - CHIQUINQUIRA 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;31/12/1995;Uso STR ;CHIQUINQUIRA - BARBOSA (SANTANDER);Aérea;No;115;115;400;457;493;45;Aérea;45;0,1958;0,5017;3,272;0,5014;1,5144;1,836;No;-;-;-;BOYACÁ;CHIQUINQUIRÁ;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHIQUINQUIRA - SAN PABLO 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;31/12/2022;Uso STR ;CHIQUINQUIRA - SAN PABLO;Aérea;No;115;145;640;640;640;49,995;Aérea;48,715;0,1488;0,4004;2,8902;0,5289;1,1556;1,7278;No;-;-;-;BOYACÁ;CHIQUINQUIRÁ;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;Aérea;1,28;0,1489;0,3943;2,9531;0,5083;1,1888;1,6022;Si;BARBOSA (SANTANDER) - CHIQUINQUIRA 1 115 kV;0,148;0,983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGUACLARA - AGUAZUL 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;30/01/2014;Uso STR ;AGUACLARA - AGUAZUL;Aérea;No;115;115;500;530;530;77,5;Aérea;77,5;0,1721;0,4894;3,5206;0,4388;1,2961;1,8581;No;-;-;-;CASANARE;SABANALARGA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGUACLARA - CHIVOR 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;01/08/2009;Uso STR ;CHIVOR - AGUACLARA;Aérea;No;115;115;500;530;519;32;Aérea;32;0,208;0,4013;3,359;0,4506;1,523;1,827;No;-;-;-;BOYACÁ;SANTA MARÍA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGUAZUL - YOPAL 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;25/07/2017;Uso STR ;YOPAL - AGUAZUL;Aérea;No;115;115;500;530;530;25,8;Aérea;25,8;0,1736;0,4919;3,3549;0,6043;1,3775;1,8511;No;-;-;-;CASANARE;YOPAL;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN LUIS DE PALENQUE - SANTA ROSALIA 1 115 kV;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;Operación;30/03/2023;Uso STR ;SAN LUIS DE PALENQUE - SANTA ROSALIA;Aérea;No;115;126,5;64,85;109,62;452,56;116,6;Aérea;116,6;0,2168;0,52;3,1667;0,6115;1,5166;1,6965;No;-;-;-;CASANARE;SAN LUIS DE PALENQUE;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA MARIA - TUNJITA 1 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;31/10/2014;Uso STR ;SANTA MARIA - TUNJITA;Aérea;No;115;115;355;390;355;19,19;Aérea;19,19;0,238;0,569;3,1811;0,552;1,59;1,8921;No;-;-;-;BOYACÁ;SANTA MARÍA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BARBOSA (SANTANDER) - PAIPA 2 115 kV;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;Operación;31/12/2023;Uso STR ;PAIPA - BARBOSA (SANTANDER);Mixta;No;115;145;770;981;981;81,378;Subterránea;0,17;0,056;0,11;6,25;0,28;1,493;3,385;No;-;-;-;BOYACÁ;PAIPA;SubArea Boyaca-Casanare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;Aérea;1,338;0,115;0,386;3,016;0,474;1,181;1,634;Si;BARBOSA (SANTANDER) - PAIPA 1 115 kV;0,178;1,258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;Aérea;67,101;0,115;0,394;3,653;0,546;1,204;2,176;No;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
